_id,movie_id,rating_val,user_id
5fc57c5e6758f6963451a9cb,god-bless-america,3,deathproof
5fc57c5e6758f6963451aa02,the-cheetah-girls-2,5,deathproof
5fc57c5e6758f6963451ab51,the-boxtrolls,7,deathproof
5fc57c5e6758f6963451ab85,coherence,7,deathproof
5fc57c5e6758f6963451abb9,cobain-montage-of-heck,8,deathproof
5fc57c5d6758f6963451a0e6,pride-2014,6,deathproof
5fc57c5d6758f6963451a151,the-muppets,4,deathproof
5fc57c5d6758f6963451a19a,the-realest-real,7,deathproof
5fc57c5d6758f6963451a1e9,monsters-vs-aliens,6,deathproof
5fc57c5d6758f6963451a20b,the-diving-bell-and-the-butterfly,7,deathproof
5fc57c5d6758f6963451a269,the-purge-anarchy,7,deathproof
5fc57c5d6758f6963451a273,the-powerpuff-girls-movie,6,deathproof
5fc57c5d6758f6963451a2c1,the-nice-guys,7,deathproof
5fc57c5d6758f6963451a353,breathe-2014,9,deathproof
5fc57c5e6758f6963451a392,the-stanford-prison-experiment,6,deathproof
5fc57c5e6758f6963451a39e,the-machinist,7,deathproof
5fc57c5e6758f6963451a3d2,white-god,8,deathproof
5fc57c5e6758f6963451a452,magic-mike-xxl,8,deathproof
5fc57c5e6758f6963451a48a,the-fountain,7,deathproof
5fc57c5e6758f6963451a493,the-city-of-lost-children,6,deathproof
5fc57c5e6758f6963451a4bd,the-summer-of-sangaile,6,deathproof
5fc57c5e6758f6963451a4c8,the-devil-wears-prada,8,deathproof
5fc57c5e6758f6963451a531,joy-2015,5,deathproof
5fc57c5e6758f6963451a550,john-mulaney-the-comeback-kid,5,deathproof
5fc57c5e6758f6963451a559,american-ultra,7,deathproof
5fc57c5e6758f6963451a619,the-aristocats,9,deathproof
5fc57c5e6758f6963451a667,the-blob-1988,5,deathproof
5fc57c5e6758f6963451a682,tower-of-terror,7,deathproof
5fc57c5e6758f6963451a680,good-boy,3,deathproof
5fc57c5e6758f6963451a6c1,camp-takota,2,deathproof
5fc57c5e6758f6963451a6ee,enemy,9,deathproof
5fc57c5e6758f6963451a718,king-of-california,5,deathproof
5fc57c5e6758f6963451a720,eagle-eye,5,deathproof
5fc57c5e6758f6963451a77f,teachers-pet-2004,3,deathproof
5fc57c5e6758f6963451a790,dinosaur,2,deathproof
5fc57c5e6758f6963451a7ab,cool-runnings,4,deathproof
5fc57c5e6758f6963451a814,high-school-musical-2,4,deathproof
5fc57c5e6758f6963451a829,honey-i-blew-up-the-kid,3,deathproof
5fc57c5e6758f6963451a86e,serving-sara,1,deathproof
5fc57c5e6758f6963451a8d4,tracks-2013,5,deathproof
5fc57c5e6758f6963451a924,going-clear-scientology-and-the-prison-of-belief,7,deathproof
5fc57c5e6758f6963451aa41,stuck-in-the-suburbs,6,deathproof
5fc57c5e6758f6963451aa4f,pixel-perfect,5,deathproof
5fc57c5e6758f6963451aa77,the-scream-team,5,deathproof
5fc57c5e6758f6963451aa66,right-on-track,4,deathproof
5fc57c5e6758f6963451aa9f,the-luck-of-the-irish,5,deathproof
5fc57c5e6758f6963451ab10,pitch-perfect-2,5,deathproof
5fc57c5e6758f6963451ab2e,schindlers-list,9,deathproof
5fc57c5e6758f6963451abab,a-girl-walks-home-alone-at-night,9,deathproof
5fc57c5d6758f6963451a0fd,firestarter,5,deathproof
5fc57c5d6758f6963451a11b,gentlemen-broncos,5,deathproof
5fc57c5d6758f6963451a1c3,the-great-outdoors,6,deathproof
5fc57c5d6758f6963451a322,my-own-private-idaho,7,deathproof
5fc57c5d6758f6963451a348,safe,6,deathproof
5fc57c5e6758f6963451a369,finding-dory,7,deathproof
5fc57c5d6758f6963451a350,jurassic-world,3,deathproof
5fc57c5e6758f6963451a579,sisters-2015,4,deathproof
5fc57c5e6758f6963451a5d3,its-the-great-pumpkin-charlie-brown,6,deathproof
5fc57c5e6758f6963451a62a,creep-2014,6,deathproof
5fc57c5e6758f6963451a659,martyrs,9,deathproof
5fc57c5e6758f6963451a68e,the-heart-machine,4,deathproof
5fc57c5e6758f6963451a6a7,the-abandoned,2,deathproof
5fc57c5e6758f6963451a74c,the-adventures-of-pinocchio-1996,1,deathproof
5fc57c5e6758f6963451a78c,treasure-planet,5,deathproof
5fc57c5e6758f6963451a7d5,cinderella,6,deathproof
5fc57c5e6758f6963451a804,surviving-christmas,4,deathproof
5fc57c5e6758f6963451a80b,flubber,2,deathproof
5fc57c5e6758f6963451a831,sorority-boys,2,deathproof
5fc57c5e6758f6963451a879,the-wedding-planner,2,deathproof
5fc57c5e6758f6963451a8e9,the-age-of-adaline,6,deathproof
5fc57c5e6758f6963451a92f,lets-go-to-prison,5,deathproof
5fc57c5e6758f6963451a9a4,comet,8,deathproof
5fc57c5e6758f6963451a9fd,twitches,5,deathproof
5fc57c5e6758f6963451aa4a,going-to-the-mat,4,deathproof
5fc57c5e6758f6963451aa99,hounded,3,deathproof
5fc57c5e6758f6963451abd2,leon-the-professional,8,deathproof
5fc57c5d6758f6963451a0f6,the-brooke-ellison-story,6,deathproof
5fc57c5d6758f6963451a177,american-beauty,10,deathproof
5fc57c5d6758f6963451a181,dear-zachary-a-letter-to-a-son-about-his-father,9,deathproof
5fc57c5d6758f6963451a1cc,hunger,8,deathproof
5fc57c5d6758f6963451a2a3,monster,6,deathproof
5fc57c5d6758f6963451a2e8,into-the-forest,9,deathproof
5fc57c5e6758f6963451a3db,i-will-follow,4,deathproof
5fc57c5e6758f6963451a3e7,closer,8,deathproof
5fc57c5e6758f6963451a428,hard-candy,8,deathproof
5fc57c5e6758f6963451a45f,i-believe-in-unicorns,6,deathproof
5fc57c5e6758f6963451a47e,taxi-driver,5,deathproof
5fc57c5e6758f6963451a4b1,tom-at-the-farm,7,deathproof
5fc57c5e6758f6963451a4e0,kumiko-the-treasure-hunter,8,deathproof
5fc57c5e6758f6963451a517,high-school-musical,5,deathproof
5fc57c5e6758f6963451a600,over-the-hedge,4,deathproof
5fc57c5e6758f6963451a624,insidious-chapter-3,4,deathproof
5fc57c5e6758f6963451a64d,the-final-girls,5,deathproof
5fc57c5e6758f6963451a66e,the-hills-have-eyes-2006,4,deathproof
5fc57c5e6758f6963451a69b,the-martian,8,deathproof
5fc57c5e6758f6963451a6c8,beginners,9,deathproof
5fc57c5e6758f6963451a72e,a-simple-wish,6,deathproof
5fc57c5e6758f6963451a75a,pirates-of-the-caribbean-at-worlds-end,4,deathproof
5fc57c5e6758f6963451a76e,bedtime-stories,2,deathproof
5fc57c5e6758f6963451a7e7,problem-child,6,deathproof
5fc57c5e6758f6963451a878,jack-frost,1,deathproof
5fc57c5e6758f6963451a885,little-manhattan,7,deathproof
5fc57c5e6758f6963451a8a0,snow-dogs,3,deathproof
5fc57c5e6758f6963451a8cb,the-master-of-disguise,1,deathproof
5fc57c5e6758f6963451a8df,final-destination-2,6,deathproof
5fc57c5e6758f6963451a998,the-man-from-uncle,4,deathproof
5fc57c5e6758f6963451aa5e,the-even-stevens-movie,5,deathproof
5fc57c5e6758f6963451aadc,horse-sense,5,deathproof
5fc57c5e6758f6963451ab04,under-wraps,6,deathproof
5fc57c5e6758f6963451ab3b,contact,6,deathproof
5fc57c5e6758f6963451ab5f,honeymoon-2014,8,deathproof
5fc57c5e6758f6963451ab72,pretty-persuasion,7,deathproof
5fc57c5e6758f6963451ab7a,my-summer-of-love,4,deathproof
5fc57c5e6758f6963451ab81,the-guest-2014,9,deathproof
5fc57c5d6758f6963451a0b6,la-la-land,10,deathproof
5fc57c5d6758f6963451a1f0,cache,6,deathproof
5fc57c5d6758f6963451a21d,wiener-dog,6,deathproof
5fc57c5d6758f6963451a230,celeste-jesse-forever,7,deathproof
5fc57c5d6758f6963451a25d,december-boys,4,deathproof
5fc57c5d6758f6963451a299,blue-valentine,8,deathproof
5fc57c5d6758f6963451a2c5,starlet,9,deathproof
5fc57c5d6758f6963451a302,the-life-aquatic-with-steve-zissou,7,deathproof
5fc57c5d6758f6963451a308,the-fly-1986,4,deathproof
5fc57c5d6758f6963451a34b,a-walk-to-remember,7,deathproof
5fc57c5e6758f6963451a376,midnight-special,8,deathproof
5fc57c5e6758f6963451a3a4,boogie-nights,8,deathproof
5fc57c5e6758f6963451a52b,the-big-short,1,deathproof
5fc57c5e6758f6963451a586,carol-2015,10,deathproof
5fc57c5e6758f6963451a60d,chicken-run,4,deathproof
5fc57c5e6758f6963451a643,the-loved-ones,8,deathproof
5fc57c5e6758f6963451a6a9,young-ones,3,deathproof
5fc57c5e6758f6963451a6fb,laurence-anyways,6,deathproof
5fc57c5e6758f6963451a73f,waterworld,4,deathproof
5fc57c5e6758f6963451a73b,north,6,deathproof
5fc57c5e6758f6963451a797,tom-and-huck,4,deathproof
5fc57c5e6758f6963451a849,beethovens-2nd,2,deathproof
5fc57c5e6758f6963451a894,mr-woodcock,2,deathproof
5fc57c5e6758f6963451aa12,wendy-wu-homecoming-warrior,5,deathproof
5fc57c5e6758f6963451aa22,jump-in,4,deathproof
5fc57c5e6758f6963451aa6d,you-wish,3,deathproof
5fc57c5e6758f6963451aa96,jumping-ship,4,deathproof
5fc57c5e6758f6963451aac7,the-color-of-friendship,6,deathproof
5fc57c5e6758f6963451ab16,inside-out-2015,8,deathproof
5fc57c5d6758f6963451a0c9,alps,8,deathproof
5fc57c5c6758f69634519395,happiest-season,8,deathproof
5fc57c5d6758f6963451a0a1,closet-monster,8,deathproof
5fc57c5d6758f6963451a113,hunt-for-the-wilderpeople,7,deathproof
5fc57c5d6758f6963451a161,polytechnique,9,deathproof
5fc57c5d6758f6963451a1a9,hail-caesar-2016,7,deathproof
5fc57c5d6758f6963451a1c9,storks,6,deathproof
5fc57c5d6758f6963451a1b0,train-to-busan,7,deathproof
5fc57c5d6758f6963451a266,coyote-ugly,6,deathproof
5fc57c5d6758f6963451a201,city-of-god,9,deathproof
5fc57c5d6758f6963451a261,slap-her-shes-french,5,deathproof
5fc57c5d6758f6963451a206,the-intervention-2016,6,deathproof
5fc57c5d6758f6963451a26d,the-purge,6,deathproof
5fc57c5d6758f6963451a253,men-in-black,5,deathproof
5fc57c5d6758f6963451a29f,tallulah,7,deathproof
5fc57c5d6758f6963451a295,money-monster,7,deathproof
5fc57c5d6758f6963451a2bb,austin-powers-in-goldmember,6,deathproof
5fc57c5d6758f6963451a2e4,batman-assault-on-arkham,6,deathproof
5fc57c5d6758f6963451a32d,son-of-saul,8,deathproof
5fc57c5d6758f6963451a318,babel-2006,8,deathproof
5fc57c5d6758f6963451a340,ghostbusters,5,deathproof
5fc57c5d6758f6963451a31f,me-and-you-and-everyone-we-know,8,deathproof
5fc57c5e6758f6963451a364,the-lobster,10,deathproof
5fc57c5d6758f6963451a357,the-fundamentals-of-caring,7,deathproof
5fc57c5e6758f6963451a36b,only-god-forgives,6,deathproof
5fc57c5d6758f6963451a358,antichrist,5,deathproof
5fc57c5e6758f6963451a46c,high-rise-2015,7,deathproof
5fc57c5e6758f6963451a389,the-departed,8,deathproof
5fc57c5e6758f6963451a49e,take-shelter,9,deathproof
5fc57c5e6758f6963451a3ef,a-league-of-their-own,6,deathproof
5fc57c5e6758f6963451a520,steve-jobs,7,deathproof
5fc57c5e6758f6963451a4b3,mosquita-y-mari,7,deathproof
5fc57c5e6758f6963451a5cf,what-a-girl-wants,3,deathproof
5fc57c5e6758f6963451a56e,the-hateful-eight,8,deathproof
5fc57c5e6758f6963451a5e0,nanny-mcphee,2,deathproof
5fc57c5e6758f6963451a59e,the-gift-2015-1,5,deathproof
5fc57c5e6758f6963451a692,practical-magic,6,deathproof
5fc57c5e6758f6963451a676,the-strangers,7,deathproof
5fc57c5e6758f6963451a620,shrek-2,7,deathproof
5fc57c5e6758f6963451a688,the-ward,4,deathproof
5fc57c5e6758f6963451a6d1,indiana-jones-and-the-kingdom-of-the-crystal-skull,4,deathproof
5fc57c5e6758f6963451a777,chicken-little-2005,5,deathproof
5fc57c5e6758f6963451a707,mysterious-skin,8,deathproof
5fc57c5e6758f6963451a7b2,the-fox-and-the-hound,2,deathproof
5fc57c5e6758f6963451a7f2,snow-day,6,deathproof
5fc57c5e6758f6963451a82e,home-on-the-range,3,deathproof
5fc57c5e6758f6963451a84e,leave-it-to-beaver,4,deathproof
5fc57c5e6758f6963451a950,preservation,7,deathproof
5fc57c5e6758f6963451a853,bringing-down-the-house,2,deathproof
5fc57c5e6758f6963451a962,hick,3,deathproof
5fc57c5e6758f6963451a864,the-benchwarmers,2,deathproof
5fc57c5e6758f6963451a97a,i-robot,4,deathproof
5fc57c5e6758f6963451a88c,aquamarine,6,deathproof
5fc57c5e6758f6963451a9e7,tuck-everlasting,6,deathproof
5fc57c5e6758f6963451a935,smart-house,6,deathproof
5fc57c5e6758f6963451aaf0,johnny-tsunami,5,deathproof
5fc57c5e6758f6963451a9a8,demetri-martin-live-at-the-time,5,deathproof
5fc57c5e6758f6963451a9d2,minions,2,deathproof
5fc57c5e6758f6963451ab43,atonement,8,deathproof
5fc57c5e6758f6963451aa46,zenon-z3,4,deathproof
5fc57c5e6758f6963451ab4c,trainwreck,3,deathproof
5fc57c5e6758f6963451aabb,rip-girls,4,deathproof
5fc57c5e6758f6963451aae4,genius,6,deathproof
5fc57c5e6758f6963451ab67,the-cutting-edge-the-magic-of-movie-editing,8,deathproof
5fc57c5e6758f6963451ab0b,confessions-of-a-teenage-drama-queen,5,deathproof
5fc57c5e6758f6963451ab59,girlhood-2014,8,deathproof
5fc57c5d6758f6963451a16f,swiss-army-man,4,deathproof
5fc57c5d6758f6963451a18f,blair-witch,3,deathproof
5fc57c5d6758f6963451a1be,room-237,5,deathproof
5fc57c5d6758f6963451a1d5,the-light-between-oceans,7,deathproof
5fc57c5d6758f6963451a2d0,52-tuesdays,7,deathproof
5fc57c5d6758f6963451a2d5,rust-and-bone,8,deathproof
5fc57c5e6758f6963451a35c,the-neon-demon,10,deathproof
5fc57c5e6758f6963451a54a,spotlight,8,deathproof
5fc57c5e6758f6963451a58c,the-conformist,3,deathproof
5fc57c5e6758f6963451a5a6,anatomy-of-a-love-seen,3,deathproof
5fc57c5e6758f6963451a5b4,funny-games,6,deathproof
5fc57c5e6758f6963451a628,home-alone-4,2,deathproof
5fc57c5e6758f6963451a6ad,bronson,3,deathproof
5fc57c5e6758f6963451a75e,planes,2,deathproof
5fc57c5e6758f6963451a7a1,heavyweights,8,deathproof
5fc57c5e6758f6963451a8b3,my-bosss-daughter,2,deathproof
5fc57c5e6758f6963451a8d6,pariah,9,deathproof
5fc57c5e6758f6963451a948,magnolia,6,deathproof
5fc57c5e6758f6963451aa91,halloweentown-ii-kalabars-revenge,5,deathproof
5fc57c5e6758f6963451aaa9,the-other-me,5,deathproof
5fc57c5e6758f6963451ab91,mamas-boy,4,deathproof
5fc57c5e6758f6963451ab9f,just-friends,8,deathproof
5fc57c5e6758f6963451abb3,they-came-together,6,deathproof
5fc57c5c6758f6963451939a,ammonite,4,deathproof
5fc57c5d6758f6963451a0d8,inside-2007,7,deathproof
5fc57c5d6758f6963451a0db,13th,9,deathproof
5fc57c5d6758f6963451a0f1,under-the-shadow,5,deathproof
5fc57c5d6758f6963451a0fa,clockstoppers,6,deathproof
5fc57c5d6758f6963451a105,the-hamiltons,4,deathproof
5fc57c5d6758f6963451a140,miss-peregrines-home-for-peculiar-children,7,deathproof
5fc57c5d6758f6963451a229,junebug,8,deathproof
5fc57c5d6758f6963451a2cc,the-tribe-2014,8,deathproof
5fc57c5d6758f6963451a33a,popstar-never-stop-never-stopping,6,deathproof
5fc57c5e6758f6963451a370,jennifers-body,9,deathproof
5fc57c5e6758f6963451a41b,green-room,9,deathproof
5fc57c5e6758f6963451a422,kingsman-the-secret-service,5,deathproof
5fc57c5e6758f6963451a43c,88,5,deathproof
5fc57c5e6758f6963451a51b,chelsea-peretti-one-of-the-greats,8,deathproof
5fc57c5e6758f6963451a690,hellboy,6,deathproof
5fc57c5e6758f6963451a673,orphan,3,deathproof
5fc57c5e6758f6963451a6cb,the-other-sister,5,deathproof
5fc57c5e6758f6963451a6df,me-and-earl-and-the-dying-girl,7,deathproof
5fc57c5e6758f6963451a712,quarantine,4,deathproof
5fc57c5e6758f6963451a898,rv,5,deathproof
5fc57c5e6758f6963451a8f2,billboard-dad,5,deathproof
5fc57c5e6758f6963451a929,the-forgotten-2004,3,deathproof
5fc57c5e6758f6963451a9ed,wish-upon-a-star,6,deathproof
5fc57c5e6758f6963451aa55,kim-possible-a-sitch-in-time,5,deathproof
5fc57c5e6758f6963451aa7e,a-ring-of-endless-light,3,deathproof
5fc57c5e6758f6963451aafe,brink,6,deathproof
5fc57c5e6758f6963451ab3c,tomboy-2011,7,deathproof
5fc57c5c6758f69634519396,the-high-note,6,deathproof
5fc57c5d6758f6963451a0d0,los-angeles-plays-itself,4,deathproof
5fc57c5d6758f6963451a1dd,the-fits,9,deathproof
5fc57c5d6758f6963451a248,the-witches-of-eastwick,7,deathproof
5fc57c5d6758f6963451a24e,our-idiot-brother,6,deathproof
5fc57c5d6758f6963451a2fe,fantastic-mr-fox,8,deathproof
5fc57c5e6758f6963451a407,carnage,4,deathproof
5fc57c5e6758f6963451a432,the-piano,7,deathproof
5fc57c5e6758f6963451a47a,the-shawshank-redemption,8,deathproof
5fc57c5e6758f6963451a4e5,bridge-of-spies,2,deathproof
5fc57c5e6758f6963451a4f5,the-tree-of-life-2011,7,deathproof
5fc57c5e6758f6963451a512,somewhere,6,deathproof
5fc57c5e6758f6963451a507,weighting,8,deathproof
5fc57c5e6758f6963451a543,brooklyn,6,deathproof
5fc57c5e6758f6963451a5b7,bone-tomahawk,2,deathproof
5fc57c5e6758f6963451a5e4,a-cinderella-story,6,deathproof
5fc57c5e6758f6963451a608,enchanted,6,deathproof
5fc57c5e6758f6963451a649,carriers,6,deathproof
5fc57c5e6758f6963451a65f,the-green-inferno,4,deathproof
5fc57c5e6758f6963451a733,antz,2,deathproof
5fc57c5e6758f6963451a7d2,sleeping-beauty,3,deathproof
5fc57c5e6758f6963451a818,grace,2,deathproof
5fc57c5e6758f6963451a840,a-bugs-life,3,deathproof
5fc57c5e6758f6963451a875,cyberbully,1,deathproof
5fc57c5e6758f6963451a87d,jungle-2-jungle,4,deathproof
5fc57c5e6758f6963451a8c8,the-cat-in-the-hat-2003,2,deathproof
5fc57c5e6758f6963451a920,addicted-to-fresno,6,deathproof
5fc57c5e6758f6963451a989,quints,5,deathproof
5fc57c5e6758f6963451a9b3,welcome-to-me,6,deathproof
5fc57c5e6758f6963451aa8a,get-a-clue,6,deathproof
5fc57c5e6758f6963451ab53,starry-eyes,5,deathproof
5fc57c5d6758f6963451a0e2,piper,7,deathproof
5fc57c5d6758f6963451a108,1408,6,deathproof
5fc57c5d6758f6963451a137,the-eye-2008,6,deathproof
5fc57c5d6758f6963451a143,thirst-2009,8,deathproof
5fc57c5d6758f6963451a291,the-babadook,7,deathproof
5fc57c5d6758f6963451a2e0,a-separation,7,deathproof
5fc57c5d6758f6963451a325,star-trek-beyond,5,deathproof
5fc57c5d6758f6963451a352,the-shallows,7,deathproof
5fc57c5e6758f6963451a36c,triple-9,6,deathproof
5fc57c5e6758f6963451a3df,children-of-men,9,deathproof
5fc57c5e6758f6963451a3d4,as-above-so-below-2014,7,deathproof
5fc57c5e6758f6963451a473,phoenix-2014,7,deathproof
5fc57c5e6758f6963451a4ea,mustang-2015,7,deathproof
5fc57c5e6758f6963451a500,film:253053,4,deathproof
5fc57c5e6758f6963451a50e,appropriate-behavior,9,deathproof
5fc57c5e6758f6963451a53c,the-danish-girl,4,deathproof
5fc57c5e6758f6963451a5d5,harry-and-the-hendersons,5,deathproof
5fc57c5e6758f6963451a655,titanic-1997,10,deathproof
5fc57c5e6758f6963451a6a2,the-game,8,deathproof
5fc57c5e6758f6963451a764,john-carter,2,deathproof
5fc57c5e6758f6963451a7ba,the-many-adventures-of-winnie-the-pooh,8,deathproof
5fc57c5e6758f6963451a7e1,problem-child-2,5,deathproof
5fc57c5e6758f6963451a7dd,bambi,4,deathproof
5fc57c5e6758f6963451a85c,say-it-isnt-so,4,deathproof
5fc57c5e6758f6963451a8b7,its-pat,4,deathproof
5fc57c5e6758f6963451a90e,hoot,4,deathproof
5fc57c5e6758f6963451a941,grey-gardens,6,deathproof
5fc57c5e6758f6963451a99e,life-itself,7,deathproof
5fc57c5e6758f6963451aaa2,motocrossed,6,deathproof
5fc57c5e6758f6963451ab50,mad-max-fury-road,10,deathproof
5fc57c5e6758f6963451abc1,four-rooms,7,deathproof
5fc57c5e6758f6963451abcb,cosmopolis,3,deathproof
5fc57c5d6758f6963451a067,fantastic-beasts-and-where-to-find-them,6,deathproof
5fc57c5d6758f6963451a076,lore,9,deathproof
